pid,param1,param2,param3,param4
100067767664,规格,核心,核心频率,2565MHz
10090124121840,包装,包装,包装清单,暂无
10090124121840,规格,规格,电源接口,8pin+6pin
10090124121840,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10090124121840,规格,特性,建议电源,450W以上
10090124121840,规格,核心,核心频率,其他
10090124121840,规格,核心,核心品牌,NVIDIA
10098593826122,包装,包装,包装清单,暂无
10098593826122,规格,特性,建议电源,650W以上
10098593826122,规格,特性,显卡长度,320cm
10098593826122,规格,特性,系列,蓝宝石 白金
10098593826122,规格,核心,核心频率,其他
10098593826122,规格,核心,芯片制程,7纳米
10098593826122,规格,显存,是否支持显卡交火,不支持显卡交火
10098593826122,规格,规格,风扇调速,支持调速
10098593826122,规格,规格,电源接口,8pin x 1
10087544028021,包装,包装,包装清单,暂无
10087544028021,规格,规格,电源接口,12VHPWR
10087544028021,规格,特性,建议电源,850W以上
10087544028021,规格,特性,显卡长度,30.6cm
10087544028021,规格,特性,系列,索泰 X-GAMING
10087544028021,规格,特性,产品尺寸,长306mm；宽119mm；高58.5mm
10087544028021,规格,核心,核心频率,2640MHz
100020844657,包装,包装,包装清单,显卡*1 质保卡*1
100020844657,规格,特性,显卡长度,24cm
100020844657,规格,特性,建议电源,600W以上
100020844657,规格,特性,系列,盈通 大地之神
100020844657,规格,特性,产品尺寸,长240mm；宽109mm；高42mm
100020844657,规格,规格,电源接口,8pin x 1
100020844657,规格,规格,风扇调速,支持调速
100020844657,规格,显存,显存频率,其他
100020844657,规格,显存,是否支持显卡交火,不支持显卡交火
100020844657,规格,核心,流处理单元,3584
100020844657,规格,核心,芯片制程,8纳米
100020844657,规格,核心,核心频率,1320/1777MHz
100000343246,包装,包装,包装清单,显卡×1、产品手册×1
100000343246,规格,特性,建议电源,300W以上
100000343246,规格,特性,显卡长度,14.5cm
100000343246,规格,特性,系列,铭瑄 重锤
100000343246,规格,规格,电源接口,无
100000343246,规格,规格,风扇调速,不支持调速
100000343246,规格,显存,显存频率,1600MHz
100000343246,规格,核心,流处理单元,192
100000343246,规格,核心,核心频率,其他
100041550820,包装,包装,包装清单,说明卡片*1 显卡支架*1 12+4pin转3*8pin电源转接线*1 瑷珈贴纸*1
100041550820,规格,规格,电源接口,其他
100041550820,规格,规格,风扇调速,支持调速
100041550820,规格,特性,建议电源,700W以上
100041550820,规格,特性,显卡长度,33.6cm
100041550820,规格,特性,系列,铭瑄 瑷珈
100041550820,规格,特性,产品尺寸,长336mm；宽137mm；高58mm
100041550820,规格,核心,核心频率,其他
100061261651,包装,包装,包装清单,显卡*1
100061261651,规格,规格,电源接口,8pin x 1
100061261651,规格,特性,产品尺寸,长311.4mm；宽133.5mm；高61.9mm
100061261651,规格,特性,建议电源,650W以上
100061261651,规格,特性,显卡长度,31.14cm
100061261651,规格,特性,系列,华硕 ROG STRIX (猛禽)
100061261651,规格,核心,核心频率,其他
10082543595983,包装,包装,包装清单,暂无
10082543595983,规格,规格,电源接口,8pin x 2
10082543595983,规格,特性,建议电源,650W以上
10082543595983,规格,特性,系列,雷索 天神
10082543595983,规格,特性,显卡长度,32cm
10082543595983,规格,核心,芯片制程,8纳米
10082543595983,规格,核心,核心频率,其他
10098591259674,包装,包装,包装清单,暂无
10098591259674,规格,特性,建议电源,650W以上
10098591259674,规格,特性,系列,蓝宝石 白金
10098591259674,规格,特性,显卡长度,26cm
10098591259674,规格,特性,产品尺寸,长260mm；宽120mm；高49mm
10098591259674,规格,规格,电源接口,8pin x 1
10098591259674,规格,显存,是否支持显卡交火,不支持显卡交火
10098591259674,规格,核心,核心频率,其他
10098591259674,规格,核心,芯片制程,7纳米
10095060231174,包装,包装,包装清单,暂无
10095060231174,规格,核心,流处理单元,6144
10067926483115,包装,包装,包装清单,全新盒装 三年质保
10067926483115,规格,特性,建议电源,300W以上
10067926483115,规格,特性,系列,微星 万图师 (VENTUS)
10067926483115,规格,特性,显卡长度,18cm
10067926483115,规格,核心,芯片制程,40纳米
10067926483115,规格,核心,核心频率,其他
10067926483115,规格,显存,是否支持显卡交火,不支持显卡交火
10067926483115,规格,规格,风扇调速,支持调速
10067926483115,规格,规格,电源接口,其他
10096044892356,包装,包装,包装清单,显卡
10096044892356,规格,规格,电源接口,16pin x 1
10096044892356,规格,特性,建议电源,850W以上
10096044892356,规格,特性,显卡长度,33.6cm
10096044892356,规格,特性,系列,华硕 TUF GAMING (电竞特工)
10096044892356,规格,核心,核心频率,2610-2815MHz
10090862979274,包装,包装,包装清单,暂无
10094249163484,包装,包装,包装清单,暂无
10094249163484,规格,特性,建议电源,650W以上
10094249163484,规格,特性,系列,蓝宝石 黑钻
10094249163484,规格,特性,产品尺寸,长310mm；宽128mm；高51mm
10094249163484,规格,特性,显卡长度,31cm
10094249163484,规格,核心,核心频率,其他
10094249163484,规格,核心,芯片制程,7纳米
10094249163484,规格,显存,是否支持显卡交火,不支持显卡交火
10094249163484,规格,规格,风扇调速,支持调速
10094249163484,规格,规格,电源接口,8pin+6pin
10021289957397,包装,包装,包装清单,暂无
10021289957397,规格,规格,电源接口,8pin x 1
10021289957397,规格,特性,系列,蓝宝石 白金
10021289957397,规格,特性,建议电源,400W以上
10021289957397,规格,核心,核心品牌,AMD
10021289957397,规格,核心,核心频率,其他
10097771042154,包装,包装,包装清单,暂无
10097771042154,规格,核心,流处理单元,4352
10072290560648,包装,包装,包装清单,暂无
10072290560648,规格,规格,电源接口,8pin+6pin
10072290560648,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10072290560648,规格,特性,建议电源,450W以上
10072290560648,规格,核心,核心频率,其他
10072290560648,规格,核心,核心品牌,NVIDIA
10095816484138,包装,包装,包装清单,暂无
10095816484138,规格,规格,电源接口,16pin x 1
10095816484138,规格,特性,建议电源,850W以上
10095816484138,规格,特性,显卡长度,33.7cm
10095816484138,规格,特性,系列,七彩虹 Ultra
10095816484138,规格,特性,产品尺寸,长337mm；宽150mm；高60mm
10095816484138,规格,核心,核心频率,2340/boost 2610MHz
10026095563234,包装,包装,包装清单,显卡一块，另赠全高挡片一块，说明书一份
10026095563234,规格,特性,建议电源,300W以上
10026095563234,规格,特性,显卡长度,14.5cm
10026095563234,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10026095563234,规格,特性,产品尺寸,长145mm；宽69mm；高16mm
10026095563234,规格,规格,风扇调速,支持调速
10026095563234,规格,规格,电源接口,其他
10026095563234,规格,显存,显存频率,800MHz
10026095563234,规格,显存,是否支持显卡交火,不支持显卡交火
10026095563234,规格,核心,核心频率,1480MHz
10026095563234,规格,核心,流处理单元,1280
10026095563234,规格,核心,芯片制程,12纳米
10090025045237,包装,包装,包装清单,暂无
10090025045237,规格,规格,电源接口,8pin x 1
10090025045237,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10090025045237,规格,特性,建议电源,450W以上
10090025045237,规格,核心,核心频率,其他
10090025045237,规格,核心,核心品牌,NVIDIA
100086908698,包装,包装,包装清单,显卡 x1 说明书 x1
100086908698,规格,规格,电源接口,其他
100086908698,规格,特性,建议电源,700W以上
100086908698,规格,特性,显卡长度,34.3cm
100086908698,规格,特性,系列,七彩虹 AD (Advanced)
100086908698,规格,核心,核心频率,其他
100070577184,包装,包装,包装清单,显卡*1
100070577184,规格,规格,电源接口,8pin+6pin
100070577184,规格,特性,显卡长度,28.2cm
100070577184,规格,特性,建议电源,650W以上
100070577184,规格,特性,系列,技嘉 猎鹰 (EAGLE)
100070577184,规格,特性,产品尺寸,长282mm；宽113mm；高40mm
100070577184,规格,核心,核心频率,其他
100041163420,包装,包装,包装清单,显卡*1 质保卡*1
100041163420,规格,特性,建议电源,450W以上
100041163420,规格,特性,显卡长度,19.2cm
100041163420,规格,特性,系列,盈通 大地之神
100041163420,规格,特性,产品尺寸,长192mm；宽106mm；高39mm
100041163420,规格,规格,电源接口,无
100041163420,规格,规格,风扇调速,支持调速
100041163420,规格,显存,是否支持显卡交火,不支持显卡交火
100041163420,规格,核心,芯片制程,6纳米
100041163420,规格,核心,核心频率,2039-2312MHz
100041163420,规格,核心,流处理单元,768
100065551604,包装,包装,包装清单,显卡*1
100065551604,规格,规格,电源接口,8pin x 2
100065551604,规格,规格,风扇调速,不支持调速
100065551604,规格,特性,产品尺寸,长300mm；宽128mm；高50mm
100065551604,规格,特性,建议电源,650W以上
100065551604,规格,特性,系列,英特尔 锐炫
100065551604,规格,特性,显卡长度,30cm
100065551604,规格,核心,芯片制程,6纳米
100065551604,规格,核心,核心频率,其他
10071537849957,包装,包装,包装清单,暂无
10071537849957,规格,主体,认证型号,灵龙G5
10071537849957,规格,内存,单套容量,8GBx2
10071537849957,规格,内存,频率,DDR4 3200-3400MHz
10071537849957,规格,CPU,型号,i5-12400F
10071537849957,规格,显卡,显卡类型,独立显卡
10071537849957,规格,硬盘,类型,固态硬盘
10071537849957,规格,机箱,类型,中塔式机箱
10071537849957,规格,电源,理论功率,501W-700W
10071537849957,规格,散热器,类型,风冷
10071537849957,规格,主板,板型,M-ATX（紧凑型）
10026688701393,包装,包装,包装清单,显卡*1
10026688701393,规格,特性,建议电源,550W以上
10026688701393,规格,特性,显卡长度,28cm
10026688701393,规格,特性,系列,技嘉 魔鹰 (GAMING)
10026688701393,规格,规格,风扇调速,支持调速
10026688701393,规格,规格,电源接口,8pin x 1
10026688701393,规格,显存,是否支持显卡交火,不支持显卡交火
10026688701393,规格,核心,芯片制程,8纳米
10026688701393,规格,核心,核心频率,其他
10096442073902,包装,包装,包装清单,暂无
10096442073902,规格,规格,风扇调速,支持调速
10096442073902,规格,规格,电源接口,无
10096442073902,规格,特性,建议电源,500W以上
10096442073902,规格,特性,系列,影驰 黑将
10096442073902,规格,特性,产品尺寸,长243mm；宽120mm；高43mm
10096442073902,规格,特性,显卡长度,24.3cm
10096442073902,规格,核心,核心频率,其他
10070535714264,包装,包装,包装清单,暂无
10070535714264,规格,规格,风扇调速,支持调速
10070535714264,规格,规格,电源接口,8pin x 1
10070535714264,规格,特性,建议电源,500W以上
10070535714264,规格,特性,显卡长度,24.6cm
10070535714264,规格,特性,系列,影驰 大将
10070535714264,规格,特性,产品尺寸,长246mm；宽136mm；高44mm
10070535714264,规格,核心,核心频率,其他
100050672437,包装,包装,包装清单,显卡*1
100050672437,规格,规格,电源接口,8pin x 2
100050672437,规格,特性,建议电源,700W以上
100050672437,规格,特性,显卡长度,33.1cm
100050672437,规格,特性,产品尺寸,长331mm；宽138mm；高50mm
100050672437,规格,特性,系列,技嘉 魔鹰 (GAMING)
100050672437,规格,核心,核心频率,其他
10096102431803,包装,包装,包装清单,暂无
10096102431803,规格,特性,建议电源,550W以上
10096102431803,规格,特性,系列,七彩虹 Ultra
10096102431803,规格,特性,显卡长度,32.5cm
10096102431803,规格,核心,核心频率,其他
10096102431803,规格,显存,是否支持显卡交火,不支持显卡交火
10096102431803,规格,规格,电源接口,8pin x 1
10096055257018,包装,包装,包装清单,显卡 x1 说明书 x1
10096055257018,规格,特性,建议电源,500W以上
10096055257018,规格,特性,产品尺寸,长325mm；宽134mm；高48mm
10096055257018,规格,特性,系列,七彩虹 Ultra
10096055257018,规格,特性,显卡长度,32.5cm
10096055257018,规格,规格,风扇调速,支持调速
10096055257018,规格,规格,电源接口,8pin x 1
10096055257018,规格,显存,是否支持显卡交火,不支持显卡交火
10096055257018,规格,核心,核心频率,2310/boost 2535MHz
10099270018929,包装,包装,包装清单,暂无
10099270018929,规格,特性,建议电源,450W以上
10099270018929,规格,特性,显卡长度,17cm
10099270018929,规格,特性,系列,七彩虹 黄金版
10099270018929,规格,核心,核心频率,其他
10099270018929,规格,显存,是否支持显卡交火,不支持显卡交火
10099270018929,规格,规格,电源接口,无
10097061327213,包装,包装,包装清单,暂无
10097061327213,规格,规格,电源接口,6pin x 1
10097061327213,规格,特性,建议电源,450W以上
10097061327213,规格,特性,显卡长度,233cm
10097061327213,规格,特性,系列,七彩虹 灵动鲨
10097061327213,规格,核心,流处理单元,1280
10097061327213,规格,核心,核心频率,1506MHz
10089381160447,包装,包装,包装清单,暂无
10089381160447,规格,规格,电源接口,6pin x 1
10089381160447,规格,特性,建议电源,500w以上
10089381160447,规格,特性,系列,影驰 大将
10089381160447,规格,核心,核心频率,其他
10089381160447,规格,核心,核心品牌,NVIDIA
10096403476846,包装,包装,包装清单,暂无
10096403476846,规格,特性,建议电源,600W以上
10096403476846,规格,特性,产品尺寸,长315mm；宽122mm；高60mm
10096403476846,规格,特性,系列,索泰 天启
10096403476846,规格,特性,显卡长度,31.5cm
10096403476846,规格,核心,流处理单元,7168
10096403476846,规格,核心,核心频率,2205/boost 2505MHz
10096403476846,规格,显存,显存频率,其他
10096403476846,规格,显存,是否支持显卡交火,不支持显卡交火
10096403476846,规格,规格,电源接口,16pin x 1
100090496984,包装,包装,包装清单,显卡*1
100090496984,规格,规格,电源接口,16pin x 1
100090496984,规格,特性,产品尺寸,长342mm；宽150mm；高75mm
100090496984,规格,特性,显卡长度,34.2cm
100090496984,规格,特性,建议电源,850W以上
100090496984,规格,特性,系列,技嘉 魔鹰 (GAMING)
100090496984,规格,核心,核心频率,2595MHz
10100002649120,包装,包装,包装清单,暂无
10100002649120,规格,规格,电源接口,8pin x 1
10100002649120,规格,特性,建议电源,550W以上
10100002649120,规格,特性,显卡长度,28.8cm
10100002649120,规格,特性,系列,索泰 月白
10100002649120,规格,特性,产品尺寸,长288mm；宽116mm；高45mm
10100002649120,规格,核心,核心频率,2550MHz
10072290560645,包装,包装,包装清单,暂无
10072290560645,规格,规格,电源接口,8pin+6pin
10072290560645,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10072290560645,规格,特性,建议电源,450W以上
10072290560645,规格,核心,核心频率,其他
10072290560645,规格,核心,核心品牌,NVIDIA
100059893524,包装,包装,包装清单,显卡*1
100059893524,规格,规格,电源接口,8pin x 1
100059893524,规格,特性,产品尺寸,长300mm；宽120mm；高50mm
100059893524,规格,特性,建议电源,650W以上
100059893524,规格,特性,显卡长度,30cm
100059893524,规格,特性,系列,华硕 PROART（创意国度)
100059893524,规格,核心,核心频率,其他
100100903224,包装,包装,包装清单,显卡*1、说明卡片*1
100100903224,规格,特性,显卡长度,22.2cm
100100903224,规格,特性,系列,铭瑄 终结者
100100903224,规格,特性,产品尺寸,长222mm；宽115mm；高40mm
100100903224,规格,特性,建议电源,550W以上
100100903224,规格,规格,电源接口,无
100100903224,规格,规格,风扇调速,支持调速
100100903224,规格,显存,显存频率,其他
100100903224,规格,显存,是否支持显卡交火,不支持显卡交火
100100903224,规格,核心,芯片制程,8纳米
100100903224,规格,核心,核心频率,其他
100091858998,包装,包装,包装清单,显卡*1 说明书*1 保修卡*1 3*8pin转接线*1 立式支架*1
100091858998,规格,规格,电源接口,16pin x 1
100091858998,规格,特性,显卡长度,33.6cm
100091858998,规格,特性,建议电源,850W以上
100091858998,规格,特性,系列,微星 超龙 (SUPRIM)
100091858998,规格,核心,核心频率,其他
10090754593137,包装,包装,包装清单,暂无
10090754593137,规格,主体,认证型号,3C证书上的产品型号
10090754593137,规格,主体,型号,ideapad15
10090754593137,规格,显卡,显存类型,DDR4
10090754593137,规格,显示器,屏幕尺寸,15.6英寸
10090754593137,规格,显示器,屏幕类型,TN
10090754593137,规格,显示器,屏幕分辨率,1920*1080
10090754593137,规格,音效系统,内置麦克风,内置麦克风
10090754593137,规格,端口,USB-C接口数量,1个
10090754593137,规格,端口,USB-A接口数,2个
10090754593137,规格,端口,显示端口,HDMI接口
10090754593137,规格,电源,理论续航时间,"5-8小时, 具体时间视使用环境而定"
10090754593137,规格,电源,电池芯数,3芯 锂离子电池
10090754593137,规格,电源,电源适配器,65W AC适配器
10090754593137,规格,电源,电池容量,42Wh
10090754593137,规格,处理器,处理器基准频率,1.8GHz
10090754593137,规格,处理器,处理器加速频率,4.3GHz
10090754593137,规格,处理器,CPU型号,R7-5700U
10090754593137,规格,处理器,线程数,16线程
10090754593137,规格,其它设备,摄像头,有摄像头
100024542394,包装,包装,包装清单,显卡 x1 说明书 x1
100024542394,规格,规格,电源接口,8pin x 1
100024542394,规格,特性,系列,七彩虹 (Colorful) Mini
100024542394,规格,特性,建议电源,550W以上
100024542394,规格,特性,显卡长度,18cm
100024542394,规格,核心,核心频率,其他
100066941055,包装,包装,包装清单,显卡*1；质保卡*1
100066941055,规格,特性,建议电源,850W以上
100066941055,规格,特性,系列,盈通 樱瞳花嫁
100066941055,规格,特性,显卡长度,32.9cm
100066941055,规格,特性,产品尺寸,长329mm；宽136mm；高64mm
100066941055,规格,规格,电源接口,8pin x 2
100066941055,规格,规格,风扇调速,支持调速
100066941055,规格,显存,是否支持显卡交火,不支持显卡交火
100066941055,规格,核心,流处理单元,3456
100066941055,规格,核心,芯片制程,5纳米
100066941055,规格,核心,核心频率,"标频 2171-2544MHz,超频 2276-2599MHz"
10076762772507,包装,包装,包装清单,暂无
10076762772507,规格,规格,电源接口,8pin+6pin
10076762772507,规格,规格,是否外接供电,外接供电
10076762772507,规格,特性,产品尺寸,长30mm；宽12mm；高4mm
10076762772507,规格,特性,系列,蓝宝石 白金
10076762772507,规格,特性,建议电源,550W以上
10076762772507,规格,核心,核心品牌,AMD
10076762772507,规格,核心,核心频率,1417MHz
10096485233490,包装,包装,包装清单,暂无
10096485233490,规格,特性,建议电源,250W以上
10096485233490,规格,特性,显卡长度,14.4cm
10096485233490,规格,特性,系列,摩尔线程 (Moore Threads) MTT S系列
10096485233490,规格,特性,产品尺寸,长144mm；宽67mm；高20mm
10096485233490,规格,规格,风扇调速,不支持调速
10096485233490,规格,规格,电源接口,无
10096485233490,规格,显存,是否支持显卡交火,不支持显卡交火
10096485233490,规格,核心,流处理单元,1024
10096485233490,规格,核心,核心频率,1.3GHz
100057914838,包装,包装,包装清单,说明卡片*1 显卡*1 瑷珈贴纸*1
100057914838,规格,特性,产品尺寸,长252mm；宽124mm；高41mm
100057914838,规格,特性,显卡长度,25.2cm
100057914838,规格,特性,系列,铭瑄 瑷珈
100057914838,规格,特性,建议电源,550W以上
100057914838,规格,规格,电源接口,8pin x 1
100057914838,规格,规格,风扇调速,支持调速
100057914838,规格,显存,显存频率,其他
100057914838,规格,显存,是否支持显卡交火,不支持显卡交火
100057914838,规格,核心,芯片制程,5纳米
100057914838,规格,核心,核心频率,其他
10068328863168,包装,包装,包装清单,主机*1，电源适配器*1，包装清单*1，说明书*1（因批次不同，部分产品可能不含说明书及包装清单，请放心使用）如选购定制升级版本，需要开箱加配。
10068328863168,规格,主体,型号,机械革命无界14
10068328863168,规格,主体,认证型号,3C证书上的产品型号
10068328863168,规格,显卡,显存类型,无
10068328863168,规格,内存,插槽数量,2个
10068328863168,规格,显示器,屏幕类型,LED
10068328863168,规格,显示器,屏幕尺寸,14英寸
10068328863168,规格,显示器,屏幕分辨率,1920*1080
10068328863168,规格,端口,显示端口,HDMI接口
10068328863168,规格,电源,理论续航时间,"5-8小时, 具体时间视使用环境而定"
10068328863168,规格,电源,电池容量,46Wh
10068328863168,规格,处理器,CPU型号,R5-5560U
10068328863168,规格,其它设备,摄像头,有摄像头
100014774328,包装,包装,包装清单,显卡*1
100014774328,规格,规格,电源接口,无
100014774328,规格,特性,产品尺寸,长184.2mm；宽111.2mm；高38mm
100014774328,规格,特性,显卡长度,18.4cm
100014774328,规格,特性,建议电源,300W以上
100014774328,规格,特性,系列,华硕 GT系列
100014774328,规格,核心,核心频率,其他
10094408220433,包装,包装,包装清单,暂无
10094408220433,规格,规格,电源接口,其他
10094408220433,规格,特性,系列,影驰 大将
10094408220433,规格,特性,建议电源,450W以上
10094408220433,规格,核心,核心品牌,其他
10094408220433,规格,核心,核心频率,其他
10094890921610,包装,包装,包装清单,暂无
10094890921610,规格,特性,建议电源,600W以上
10094890921610,规格,特性,产品尺寸,长201mm；宽128mm；高40mm
10094890921610,规格,特性,显卡长度,20.1cm
10094890921610,规格,特性,系列,华硕 DUAL (雪豹)
10094890921610,规格,核心,芯片制程,7纳米
10094890921610,规格,核心,核心频率,其他
10094890921610,规格,显存,是否支持显卡交火,支持显卡交火
10094890921610,规格,规格,风扇调速,支持调速
10094890921610,规格,规格,电源接口,6pin x 1
10091551721409,包装,包装,包装清单,暂无
10091551721409,规格,核心,流处理单元,80
100024054264,包装,包装,包装清单,显卡*1 说明书卡*1
100024054264,规格,特性,系列,铭瑄 Turbo
100024054264,规格,特性,建议电源,300W以上
100024054264,规格,特性,显卡长度,14.5cm
100024054264,规格,核心,流处理单元,80
100024054264,规格,核心,芯片制程,40纳米
100024054264,规格,核心,核心频率,其他
100024054264,规格,显存,显存频率,1000MHz
100024054264,规格,显存,是否支持显卡交火,不支持显卡交火
100024054264,规格,规格,电源接口,无
10097875258355,包装,包装,包装清单,暂无
10097875258355,规格,规格,电源接口,8pin+6pin
10097875258355,规格,特性,建议电源,650W以上
10097875258355,规格,特性,系列,雷索 战神
10097875258355,规格,特性,显卡长度,28cm
10097875258355,规格,核心,核心频率,其他
10097875258355,规格,核心,流处理单元,2304
10076388329938,包装,包装,包装清单,暂无
10076388329938,规格,规格,电源接口,8pin x 1
10076388329938,规格,特性,建议电源,600W以上
10076388329938,规格,特性,系列,索泰 霹雳
10076388329938,规格,特性,显卡长度,27.8cm
10076388329938,规格,特性,产品尺寸,长278mm；宽116mm；高41mm
10076388329938,规格,核心,核心频率,1410/1665MHz
100025361680,包装,包装,包装清单,显卡*1
100025361680,规格,规格,电源接口,8pin x 1
100025361680,规格,特性,显卡长度,17.2cm
100025361680,规格,特性,建议电源,300W以上
100025361680,规格,特性,系列,技嘉 风神
100025361680,规格,核心,核心频率,其他
10060741600228,包装,包装,包装清单,显卡*1，售后说明书*1
10060741600228,规格,特性,建议电源,500W以上
10060741600228,规格,特性,系列,铭影 战将
10060741600228,规格,特性,显卡长度,24cm
10060741600228,规格,核心,芯片制程,16纳米
10060741600228,规格,核心,核心频率,1506MHz
10060741600228,规格,显存,是否支持显卡交火,不支持显卡交火
10060741600228,规格,规格,风扇调速,不支持调速
10060741600228,规格,规格,电源接口,8pin x 1
100070840263,包装,包装,包装清单,显卡*1
100070840263,规格,特性,产品尺寸,长253mm；宽115mm；高42mm
100070840263,规格,特性,系列,英特尔 锐炫
100070840263,规格,特性,显卡长度,25cm
100070840263,规格,特性,建议电源,550W以上
100070840263,规格,规格,电源接口,8pin x 2
100070840263,规格,规格,风扇调速,不支持调速
100070840263,规格,显存,显存频率,其他
100070840263,规格,核心,芯片制程,6纳米
100070840263,规格,核心,核心频率,其他
10079112290488,包装,包装,包装清单,暂无
10079112290488,规格,规格,风扇调速,支持调速
10079112290488,规格,规格,电源接口,8pin x 1
10079112290488,规格,特性,建议电源,650W以上
10079112290488,规格,特性,显卡长度,247cm
10079112290488,规格,特性,系列,微星 万图师 (VENTUS)
10079112290488,规格,核心,核心频率,2610MHz
10068328863168,包装,包装,包装清单,主机*1，电源适配器*1，包装清单*1，说明书*1（因批次不同，部分产品可能不含说明书及包装清单，请放心使用）如选购定制升级版本，需要开箱加配。
10068328863168,规格,主体,型号,机械革命无界14
10068328863168,规格,主体,认证型号,3C证书上的产品型号
10068328863168,规格,显卡,显存类型,无
10068328863168,规格,内存,插槽数量,2个
10068328863168,规格,显示器,屏幕类型,LED
10068328863168,规格,显示器,屏幕尺寸,14英寸
10068328863168,规格,显示器,屏幕分辨率,1920*1080
10068328863168,规格,端口,显示端口,HDMI接口
10068328863168,规格,电源,理论续航时间,"5-8小时, 具体时间视使用环境而定"
10068328863168,规格,电源,电池容量,46Wh
10068328863168,规格,处理器,CPU型号,R5-5560U
10068328863168,规格,其它设备,摄像头,有摄像头
100101856020,包装,包装,包装清单,显卡*1
100101856020,规格,规格,电源接口,无
100101856020,规格,特性,产品尺寸,长182mm；宽69mm；高40mm
100101856020,规格,特性,显卡长度,18.2cm
100101856020,规格,特性,建议电源,550W以上
100101856020,规格,特性,系列,华硕 DUAL (雪豹)
100101856020,规格,核心,核心频率,其他
10097057308855,包装,包装,包装清单,暂无
10097057308855,规格,规格,电源接口,无
10097057308855,规格,特性,建议电源,450W以上
10097057308855,规格,特性,显卡长度,310cm
10097057308855,规格,特性,系列,七彩虹 灵动鲨
10097057308855,规格,核心,流处理单元,1280
10097057308855,规格,核心,核心频率,1506MHz
10095060231163,包装,包装,包装清单,暂无
10095060231163,规格,核心,流处理单元,6144
10064644955119,包装,包装,包装清单,显卡*1，质保说明书*1
10064644955119,规格,特性,建议电源,400W以上
10064644955119,规格,特性,系列,铭影 战将
10064644955119,规格,特性,显卡长度,18cm
10064644955119,规格,核心,核心频率,1020MHz
10064644955119,规格,核心,流处理单元,640
10064644955119,规格,核心,芯片制程,28纳米
10064644955119,规格,显存,是否支持显卡交火,不支持显卡交火
10064644955119,规格,规格,风扇调速,不支持调速
10064644955119,规格,规格,电源接口,6pin x 1
11703982393,包装,包装,包装清单,请输入...
11703982393,规格,特性,建议电源,300W以上
11703982393,规格,特性,系列,铭影 战龙
11703982393,规格,特性,显卡长度,18cm
11703982393,规格,规格,风扇调速,不支持调速
11703982393,规格,规格,电源接口,其他
11703982393,规格,显存,是否支持显卡交火,不支持显卡交火
11703982393,规格,核心,芯片制程,28纳米
11703982393,规格,核心,核心频率,783MHz
11703982393,规格,核心,流处理单元,192
10097875258355,包装,包装,包装清单,暂无
10097875258355,规格,规格,电源接口,8pin+6pin
10097875258355,规格,特性,建议电源,650W以上
10097875258355,规格,特性,系列,雷索 战神
10097875258355,规格,特性,显卡长度,28cm
10097875258355,规格,核心,核心频率,其他
10097875258355,规格,核心,流处理单元,2304
10097057308849,包装,包装,包装清单,暂无
10097057308849,规格,规格,电源接口,无
10097057308849,规格,特性,建议电源,450W以上
10097057308849,规格,特性,显卡长度,147cm
10097057308849,规格,特性,系列,七彩虹 灵动鲨
10097057308849,规格,核心,流处理单元,1280
10097057308849,规格,核心,核心频率,1506MHz
10079729943789,包装,包装,包装清单,暂无
10079729943789,规格,规格,电源接口,其他
10079729943789,规格,特性,系列,华硕 DUAL (雪豹)
10079729943789,规格,特性,建议电源,450W以上
10079729943789,规格,核心,核心频率,700MHz
10079729943789,规格,核心,核心品牌,NVIDIA
10096427615352,包装,包装,包装清单,暂无
10096427615352,规格,特性,建议电源,550W以上
10096427615352,规格,特性,系列,七彩虹 灵动鲨
10096427615352,规格,特性,显卡长度,25.26cm
10096427615352,规格,特性,产品尺寸,长252.6mm；宽129.6mm；高41.9mm
10096427615352,规格,规格,电源接口,无
10096427615352,规格,显存,是否支持显卡交火,不支持显卡交火
10096427615352,规格,核心,芯片制程,8纳米
10096427615352,规格,核心,核心频率,1320/1777MHz
10053912626153,包装,包装,包装清单,显卡*1 说明书*1
10053912626153,规格,规格,风扇调速,不支持调速
10053912626153,规格,规格,电源接口,8pin x 2
10053912626153,规格,特性,建议电源,650W以上
10053912626153,规格,特性,产品尺寸,长317mm；宽124mm；高53mm
10053912626153,规格,特性,系列,铭瑄 电竞之心 (iCraft)
10053912626153,规格,特性,显卡长度,31.7cm
10053912626153,规格,核心,核心频率,其他
100054942661,包装,包装,包装清单,配件x1 装箱单x1 保修卡x1 合格证x1
100054942661,规格,主体,型号,DTN-S1508EU
100054942661,规格,主体,认证型号,认证型号：CCC证书上的产品型号信息
100054942661,规格,主板,芯片组,其他
100054942661,规格,外观特征,产品净重（kg）,2.5
10095060231180,包装,包装,包装清单,暂无
10095060231180,规格,核心,流处理单元,6144
10089699730811,包装,包装,包装清单,暂无
10089699730811,规格,特性,建议电源,650W以上
10089699730811,规格,特性,产品尺寸,长280mm；宽134mm；高50mm
10089699730811,规格,特性,显卡长度,28cm
10089699730811,规格,特性,系列,讯景 雪狼
10089699730811,规格,规格,风扇调速,支持调速
10089699730811,规格,规格,电源接口,8pin x 2
